CO_MUNICIPIO;IN_BIBLIOTECA_SALA_LEITURA;IN_REFEITORIO;IN_EQUIP_IMPRESSORA;NU_EQUIP_COPIADORA;NU_EQUIP_FOTO;IN_MATERIAL_ESP_NAO_UTILIZA;IN_EJA;IN_PROFISSIONALIZANTE;TX_RESP_Q004_C;TX_RESP_Q004_E;TX_RESP_Q005_A;TX_RESP_Q019_F;TX_RESP_Q027_B;TX_RESP_Q036_C;TX_RESP_Q036_E;TX_RESP_Q037_D;TX_RESP_Q039_D;TX_RESP_Q042_B;TX_RESP_Q043_A
0.1064308290785334;1.0;0.0;1.0;0.4;0.15384615384615385;1.0;1.0;1.0;0.0718232044198895;0.07575757575757576;0.13043478260869565;0.1020408163265306;0.13333333333333333;0.043478260869565216;0.16666666666666666;0.1;0.13333333333333333;0.05263157894736842;0.1388888888888889
0.1124483345489864;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.16574585635359118;0.30303030303030304;0.13043478260869565;0.061224489795918366;0.26666666666666666;0.10869565217391304;0.2222222222222222;0.15;0.06666666666666667;0.10526315789473684;0.09259259259259259
0.1124483345489864;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.016574585635359115;0.015151515151515152;0.0;0.02040816326530612;0.06666666666666667;0.010869565217391304;0.027777777777777776;0.1;0.06666666666666667;0.13157894736842105;0.08333333333333333
0.1124483345489864;1.0;1.0;0.0;0.0;0.07692307692307693;1.0;0.0;0.0;0.18784530386740333;0.36363636363636365;0.21739130434782608;0.02040816326530612;0.26666666666666666;0.22826086956521738;0.25;0.31666666666666665;0.06666666666666667;0.5;0.24074074074074073
0.1124483345489864;1.0;1.0;1.0;0.0;0.3076923076923077;1.0;0.0;0.0;0.1602209944751381;0.06060606060606061;0.0;0.02040816326530612;0.13333333333333333;0.14130434782608695;0.027777777777777776;0.1;0.0;0.05263157894736842;0.12962962962962962
0.1124483345489864;1.0;0.0;0.0;0.4;0.07692307692307693;1.0;0.0;0.0;0.5082872928176796;0.09090909090909091;0.043478260869565216;0.2857142857142857;0.06666666666666667;0.5217391304347826;0.0;0.11666666666666667;0.0;0.05263157894736842;0.09259259259259259
0.11834427425236527;0.0;0.0;1.0;0.6000000000000001;0.15384615384615385;1.0;0.0;0.0;0.13259668508287292;0.030303030303030304;0.0;0.3469387755102041;0.0;0.10869565217391304;0.027777777777777776;0.1;0.0;0.0;0.06481481481481481
0.11834427425236527;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0718232044198895;0.06060606060606061;0.08695652173913043;0.04081632653061224;0.13333333333333333;0.03260869565217391;0.16666666666666666;0.08333333333333333;0.0;0.07894736842105263;0.10185185185185185
0.12436177972281826;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.30386740331491713;0.2272727272727273;0.13043478260869565;0.3061224489795918;0.0;0.17391304347826086;0.19444444444444442;0.18333333333333332;0.13333333333333333;0.15789473684210525;0.21296296296296297
0.13098711402867025;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.15469613259668508;0.10606060606060606;0.043478260869565216;0.26530612244897955;0.06666666666666667;0.16304347826086957;0.027777777777777776;0.06666666666666667;0.06666666666666667;0.13157894736842105;0.08333333333333333
0.13098711402867025;1.0;0.0;1.0;0.4;0.23076923076923078;1.0;0.0;0.0;0.15469613259668508;0.10606060606060606;0.043478260869565216;0.08163265306122448;0.0;0.10869565217391304;0.1111111111111111;0.13333333333333333;0.0;0.07894736842105263;0.14814814814814814
0.13098711402867025;1.0;0.0;0.0;0.2;0.15384615384615385;1.0;0.0;0.0;0.06077348066298342;0.21212121212121213;0.043478260869565216;0.04081632653061224;0.06666666666666667;0.043478260869565216;0.08333333333333333;0.18333333333333332;0.0;0.23684210526315788;0.15740740740740738
0.13700461949915166;1.0;0.0;1.0;0.0;0.07692307692307693;1.0;1.0;0.0;0.2430939226519337;0.10606060606060606;0.13043478260869565;0.26530612244897955;0.0;0.19565217391304346;0.08333333333333333;0.05;0.06666666666666667;0.02631578947368421;0.08333333333333333
0.13700461949915166;1.0;0.0;1.0;0.0;0.15384615384615385;1.0;1.0;0.0;0.2596685082872928;0.5151515151515151;0.4782608695652174;0.12244897959183673;0.26666666666666666;0.2608695652173913;0.6944444444444444;0.55;0.2;0.631578947368421;0.6944444444444444
