IN_COMUM_FUND_AF;TX_RESP_Q036_C;TX_RESP_Q037_D;TX_RESP_Q041_B;TX_RESP_Q060_B
0.0;0.021739130434782608;0.08333333333333333;0.13392857142857142;0.08695652173913043
0.0;0.10869565217391304;0.18333333333333332;0.16964285714285712;0.1782608695652174
0.0;0.32608695652173914;0.11666666666666667;0.1607142857142857;0.1565217391304348
1.0;0.2826086956521739;0.7;0.6696428571428571;0.5347826086956522
1.0;0.17391304347826086;0.55;0.46428571428571425;0.32173913043478264
0.0;0.30434782608695654;0.11666666666666667;0.16964285714285712;0.2521739130434783
0.0;0.043478260869565216;0.06666666666666667;0.14285714285714285;0.08260869565217391
0.0;0.06521739130434782;0.2;0.21428571428571427;0.21304347826086956
0.0;0.05434782608695652;0.16666666666666666;0.14285714285714285;0.026086956521739132
1.0;0.2717391304347826;0.26666666666666666;0.24107142857142855;0.1391304347826087
0.0;0.30434782608695654;0.0;0.1875;0.2521739130434783
0.0;0.11956521739130435;0.26666666666666666;0.1875;0.17391304347826086
0.0;0.19565217391304346;0.6;0.5446428571428571;0.40869565217391307
0.0;0.33695652173913043;0.1;0.23214285714285712;0.4608695652173913
0.0;0.20652173913043478;0.13333333333333333;0.29464285714285715;0.043478260869565216
0.0;0.2608695652173913;0.08333333333333333;0.13392857142857142;0.2782608695652174
1.0;0.2391304347826087;0.5;0.4375;0.48695652173913045
1.0;0.17391304347826086;0.35;0.24107142857142855;0.3478260869565218
0.0;0.22826086956521738;0.05;0.14285714285714285;0.32608695652173914
0.0;0.11956521739130435;0.26666666666666666;0.27678571428571425;0.19130434782608696
0.0;0.2608695652173913;0.08333333333333333;0.33928571428571425;0.2956521739130435
0.0;0.3695652173913043;0.45;0.6071428571428571;0.3869565217391305
0.0;0.021739130434782608;0.016666666666666666;0.017857142857142856;0.026086956521739132
1.0;0.05434782608695652;0.11666666666666667;0.24107142857142855;0.15217391304347827
1.0;0.13043478260869565;0.08333333333333333;0.08035714285714285;0.09130434782608696
0.0;0.6630434782608695;0.23333333333333334;0.33035714285714285;0.5782608695652174
1.0;0.2826086956521739;0.18333333333333332;0.2857142857142857;0.2
0.0;0.32608695652173914;0.21666666666666667;0.1875;0.30434782608695654
0.0;0.5;0.16666666666666666;0.20535714285714285;0.44782608695652176
1.0;0.11956521739130435;0.08333333333333333;0.11607142857142856;0.11304347826086956
1.0;0.16304347826086957;0.11666666666666667;0.1875;0.1956521739130435
1.0;0.18478260869565216;0.13333333333333333;0.23214285714285712;0.2
0.0;0.06521739130434782;0.05;0.0625;0.07391304347826087
1.0;0.08695652173913043;0.05;0.04464285714285714;0.043478260869565216
0.0;0.40217391304347827;0.23333333333333334;0.36607142857142855;0.3086956521739131
1.0;0.021739130434782608;0.0;0.0;0.0
1.0;0.06521739130434782;0.06666666666666667;0.125;0.04782608695652174
0.0;0.40217391304347827;0.15;0.17857142857142855;0.24782608695652172
0.0;0.15217391304347827;0.05;0.20535714285714285;0.19130434782608696
0.0;0.09782608695652173;0.15;0.1875;0.16956521739130434
1.0;0.07608695652173914;0.25;0.16964285714285712;0.16521739130434782
0.0;0.3804347826086956;0.08333333333333333;0.21428571428571427;0.5347826086956522
1.0;0.021739130434782608;0.016666666666666666;0.04464285714285714;0.034782608695652174
0.0;0.19565217391304346;0.45;0.5446428571428571;0.4173913043478261
0.0;0.14130434782608695;0.11666666666666667;0.23214285714285712;0.21739130434782608
0.0;0.25;0.2833333333333333;0.30357142857142855;0.37826086956521743
1.0;0.06521739130434782;0.16666666666666666;0.125;0.10869565217391304
0.0;0.3695652173913043;0.18333333333333332;0.07142857142857142;0.3478260869565218
1.0;0.03260869565217391;0.06666666666666667;0.07142857142857142;0.030434782608695653
1.0;0.06521739130434782;0.13333333333333333;0.08928571428571427;0.10869565217391304
0.0;0.41304347826086957;0.21666666666666667;0.23214285714285712;0.5347826086956522
1.0;0.11956521739130435;0.08333333333333333;0.11607142857142856;0.1391304347826087
1.0;0.07608695652173914;0.13333333333333333;0.13392857142857142;0.06956521739130435
1.0;0.20652173913043478;0.18333333333333332;0.23214285714285712;0.2565217391304348
0.0;0.20652173913043478;0.15;0.13392857142857142;0.26521739130434785
1.0;0.19565217391304346;0.15;0.16964285714285712;0.1826086956521739
1.0;0.07608695652173914;0.11666666666666667;0.13392857142857142;0.03913043478260869
1.0;0.2826086956521739;0.3333333333333333;0.26785714285714285;0.2565217391304348
1.0;0.20652173913043478;0.15;0.19642857142857142;0.26086956521739135
1.0;0.05434782608695652;0.25;0.1607142857142857;0.1217391304347826
1.0;0.15217391304347827;0.16666666666666666;0.2232142857142857;0.28260869565217395
1.0;0.021739130434782608;0.05;0.08035714285714285;0.07826086956521738
0.0;0.25;0.03333333333333333;0.10714285714285714;0.23478260869565218
